surname,customer_id,country,age,gender,balance,num_products,tenure,credit_card,active_member,credit_score,salary,churn
Cawthorne,15694288,Spain,28,Male,0,2,3,1,0,468,170661.02,0
Graham,15603319,France,29,Male,151352.74,1,2,0,0,693,197145.89,0
Carpenter,15759066,France,44,Female,136836.49,1,5,1,0,483,192359.9,1
Kambinachi,15814816,France,40,Male,91592.06,1,4,1,0,466,141210.18,1
Tyler,15724402,France,30,Female,0,2,8,1,0,770,100557.03,0
Martin,15571059,France,54,Female,0,1,3,1,0,734,130805.54,1
Walker,15674206,France,22,Female,0,2,8,1,1,716,92606.98,0
Khan,15715160,France,36,Male,165536.28,2,2,1,1,439,123956.83,0
Iroawuchi,15730448,Germany,25,Male,62482.95,1,5,1,1,538,102758.43,0
Summers,15662067,France,40,Male,68155.59,1,8,1,0,743,94876.65,0
Bottrill,15779581,Spain,43,Female,55853.33,2,3,0,1,734,94811.85,1
Hu,15662901,France,37,Male,0,2,2,0,1,656,67840.81,0
Jones,15689751,France,31,Female,79589.43,1,2,0,0,666,4050.57,0
Vincent,15667742,Spain,41,Male,100880.76,1,5,0,1,627,134665.25,0
Sanford,15738448,Germany,25,Female,174330.35,2,3,0,0,480,181647.13,0
Brown,15680243,France,19,Male,143390.51,1,7,1,0,792,33282.84,0
Lei,15745083,Germany,59,Male,91415.76,1,8,0,0,613,27965,1
Toscani,15708228,Germany,30,Male,134366.42,1,3,1,0,476,68343.53,0
Chien,15628523,France,24,Female,0,2,3,1,1,539,198161.07,0
Uchenna,15708196,Spain,60,Male,88786.81,1,8,1,1,696,196858.4,0
Lori,15735549,Germany,35,Male,96814.46,2,3,1,1,810,120511.03,0
Fanucci,15809347,Germany,32,Male,160680.41,1,9,1,0,763,30886.35,0
Chimaobim,15660866,France,29,Female,0,2,3,1,0,640,2743.69,0
Jowers,15766609,France,47,Female,0,2,10,1,0,655,167778.62,0
Miller,15654230,Germany,31,Male,145537.21,1,5,1,0,526,132404.64,0
Kirsova,15794566,France,28,Female,0,2,4,1,1,678,144423.17,1
T'ien,15800890,France,45,Female,0,2,6,1,1,554,181204.5,0
Ku,15697424,Spain,30,Female,119370.11,1,2,1,1,597,182726.22,1
Chin,15724536,Spain,28,Female,0,2,1,1,1,560,120880.72,0
Law,15735878,Germany,47,Female,134381.52,1,10,0,0,850,26812.89,1
Chung,15707596,Germany,74,Female,114888.74,2,8,1,1,546,66732.63,1
Cockrum,15657163,Germany,42,Male,149332.48,2,1,1,0,623,100834.22,0
Greaves,15622478,France,40,Female,105061.74,3,7,1,0,698,107815.31,1
Grant,15779529,France,32,Male,0,2,7,1,1,620,34665.79,0
O'Donnell,15636023,France,40,Female,0,1,10,1,1,619,147093.84,1
Maclean,15582066,France,21,Male,0,1,4,1,1,561,36942.35,0
Hsieh,15666675,France,39,Female,155062.8,1,7,1,1,753,16460.77,0
Hs?,15732987,Spain,43,Male,88798.34,1,3,0,0,721,45610.63,0
Mazzanti,15789432,France,33,Male,0,2,6,1,0,451,184954.11,0
Chiu,15663161,Germany,51,Female,143139.87,1,5,0,0,680,47795.43,1
Reeves,15694879,Spain,23,Female,0,2,7,1,0,590,196789.9,0
Castiglione,15593715,Germany,27,Male,107027.52,1,3,1,0,634,173425.68,0
Ferguson,15575002,France,29,Male,140720.93,1,4,1,0,676,36221.18,0
Nnamdi,15622171,France,30,Male,80964.57,2,8,1,0,642,174738.2,0
Wu,15795224,France,39,Male,178585.46,1,6,1,0,760,67131.3,1
Chu,15685346,Spain,26,Female,135889.13,1,4,1,1,736,165692.03,0
King,15691808,France,43,Male,134919.85,1,7,1,0,656,194691.95,0
Charlton,15721007,Germany,33,Male,115130.34,1,8,0,0,776,129525.5,1
Marsh,15794253,Spain,34,Female,138190.13,2,6,0,1,832,146511.2,0
Walker,15694453,Germany,37,Male,131519.49,2,9,1,1,631,51752.18,0
Chang,15813113,Spain,56,Female,0,1,5,1,0,795,35418.69,1
Pottinger,15614187,Germany,39,Female,126935.98,2,3,0,1,648,57995.74,0
Buckley,15619407,France,39,Male,133707.09,1,4,1,1,615,108152.75,0
Folliero,15646227,France,27,Female,97893.2,1,1,1,0,682,166144.98,0
Olisanugo,15660541,France,34,Male,127900.03,1,5,1,0,694,101737.8,0
Kent,15753874,France,37,Male,143835.47,1,10,0,1,694,33326.71,0
Jessop,15617877,France,44,Male,0,2,0,1,1,607,81140.09,0
Hodge,15772073,France,48,Male,0,1,10,1,0,664,140173.17,1
Ignatiev,15701537,France,60,Male,0,1,2,1,1,756,166513.49,1
Chambers,15736228,France,40,Female,129596.77,1,3,1,1,645,103232.6,0
Mansom,15780572,Spain,30,Male,0,2,4,1,0,653,120736.04,0
Yen,15769596,Germany,24,Female,110407.44,2,2,0,0,710,15832.43,1
Azikiwe,15586996,France,76,Female,0,2,7,0,1,697,188772.45,0
Allen,15722061,Germany,41,Female,142015.76,2,8,1,0,619,114323.66,0
Komarova,15638003,Spain,55,Male,81370.07,1,1,0,1,648,181534.04,0
Mackay,15775590,Germany,48,Female,69329.47,1,2,0,0,482,102640.52,1
Yu,15730688,France,28,Female,116755.5,2,8,1,1,548,158585.17,1
Curtis,15753102,Spain,44,Male,83870.33,1,6,1,0,752,178722.24,0
Fang,15810075,France,39,Female,130694.89,2,6,1,1,648,153955.38,1
Page,15723373,Spain,34,Female,117451.47,1,8,1,0,643,65374.86,0
Olisaemeka,15795298,Germany,35,Female,206868.78,2,9,0,1,573,102986.15,0
Brennan,15584320,France,39,Female,111695.62,1,3,0,0,686,136643.84,0
Sutton,15724161,France,40,Female,137285.26,4,9,1,0,644,77063.63,1
Hyde,15750056,France,29,Female,149218.39,1,6,1,1,702,9633.01,0
Nkemakolam,15609637,France,51,Male,0,2,7,0,1,652,43496.36,0
Chimaijem,15794493,Spain,32,Male,0,2,7,1,1,641,24267.28,0
Sung,15569641,Germany,41,Female,130701.29,1,8,1,0,692,59354.24,1
Chiganu,15815236,Spain,34,Male,0,2,5,0,0,574,28269.86,0
Beneventi,15811177,France,31,Female,167949.48,1,3,1,0,643,143162.34,0
Esposito,15680587,France,23,Male,131254.81,1,4,1,0,834,20199.3,0
Owen,15672821,France,28,Male,0,2,5,1,1,591,48606.92,0
Smalley,15767681,Spain,34,Male,0,2,9,0,1,470,89013.67,0
Hsiung,15600379,Spain,34,Male,86656.13,1,7,0,1,608,59890.29,0
Ch'ang,15801336,Germany,37,Female,114737.26,1,8,1,1,649,106655.88,1
Barton,15721592,France,38,Female,0,2,5,1,0,665,156439.56,0
Lucchese,15581282,France,39,Female,0,1,6,1,0,651,24176.44,0
Hsia,15746203,Germany,62,Male,119817.33,1,4,0,1,555,43507.1,1
Pope,15583137,France,48,Female,130806.99,2,7,1,1,637,132005.85,1
Horrocks,15680752,France,49,Female,0,1,0,1,1,675,80496.71,1
Tai,15688172,Spain,40,Male,0,2,5,1,0,677,88947.56,0
Chikezie,15791373,Germany,35,Female,80931.75,1,2,0,0,850,12639.67,1
Frye,15589449,France,56,Female,0,3,3,1,1,815,94248.16,1
Toscani,15692819,Germany,32,Male,132178.67,1,1,0,0,665,11865.76,0
Mellor,15727467,France,27,Female,0,2,3,1,0,485,141449.86,0
Kang,15734312,Spain,43,Male,0,2,6,1,1,577,149457.81,0
Sutherland,15764604,France,35,Female,164769.02,3,7,1,0,586,119814.25,1
Hs?,15613014,Germany,29,Male,107233.85,2,1,1,0,722,24924.92,0
Ting,15759684,France,27,Female,176227.07,2,7,0,1,528,139481.53,0
Chuang,15609669,France,39,Female,109949.39,2,4,1,1,542,41268.65,0
Chu,15685536,France,34,Female,0,2,5,1,1,552,1351.41,0
Ozoemena,15750447,France,60,Female,117738.81,1,10,1,0,678,147489.76,1
Howells,15663249,Spain,37,Female,133292.45,1,9,1,0,575,111175.09,0
Lucchese,15638646,France,43,Female,160474.59,1,1,1,1,669,95963.14,0
Nnonso,15734161,France,43,Male,0,2,6,1,0,636,43128.95,0
Gerasimova,15631070,Germany,55,Male,154393.43,1,9,1,1,667,137674.96,1
Woronoff,15761950,Germany,45,Female,110827.49,1,9,1,1,652,153383.54,1
Wilhelm,15649668,Germany,36,Female,145750.45,2,10,1,1,637,96660.76,0
Nebechukwu,15713912,Spain,45,Female,109044.3,1,8,0,1,516,115818.16,0
Anenechukwu,15586757,France,32,Female,75170.54,1,4,1,1,801,37898.5,0
Meredith,15596522,France,42,Female,0,2,2,1,0,692,145222.93,0
Chinomso,15625395,France,28,Female,105795.9,1,6,1,1,585,41219.09,0
Stephenson,15760570,France,32,Male,0,2,5,1,0,590,59249.83,0
Chimaoke,15566689,Spain,66,Male,0,2,8,1,1,554,116747.62,0
Winters,15725794,France,49,Female,0,1,1,1,0,659,116249.72,1
Napolitani,15673539,France,26,Female,118097.87,1,3,1,0,690,61257.83,0
L?,15705298,Germany,29,Male,172693.54,1,0,0,0,697,141798.98,0
Williams,15675791,France,36,Male,129440.3,2,4,1,0,610,102638.35,0
Giles,15747043,Spain,36,Male,0,2,4,0,0,599,13210.56,0
Wang,15736397,France,23,Male,96471.2,1,1,1,0,544,35550.97,0
Robertson,15678201,France,46,Female,0,1,1,1,1,548,104469.06,1
Murray,15720745,Spain,24,Male,140197.18,1,4,1,1,635,142935.83,0
Greco,15637593,France,20,Male,0,2,6,1,0,722,195486.28,0
Marchesi,15598070,France,33,Female,135946.26,1,4,1,0,564,63170,0
Chao,15787550,France,69,Male,0,2,3,1,1,719,58320.06,0
Hawthorn,15603942,Germany,50,Male,81290.02,3,3,0,1,547,177747.03,1
Bibi,15733973,France,42,Female,0,1,8,1,0,850,19632.64,1
Hawdon,15596761,Germany,60,Male,113715.36,1,9,1,0,515,18424.24,1
Moss,15652400,Spain,56,Male,168883.08,1,2,0,1,667,18897.78,0
Briggs,15717893,Germany,36,Male,143421.74,1,8,1,0,607,97879.02,0
McIntyre,15622585,France,26,Male,153644.39,1,7,1,1,525,63197.88,0
Russo,15733964,Spain,53,Female,109330.06,1,1,1,1,606,75860.01,0
Ballard,15753861,Germany,27,Female,115095.88,2,1,0,0,686,78622.46,0
Hs?,15747097,France,35,Male,0,1,10,1,1,611,23598.23,1
Pisani,15594762,Spain,46,Male,183276.32,1,1,1,1,827,13460.27,0
Tao,15667417,France,33,Male,68193.72,1,9,1,0,572,19998.31,0
Thomson,15684861,France,32,Female,0,2,8,0,0,726,185075.63,0
Hsu,15742204,Germany,31,Male,139729.54,1,6,0,1,579,135815.38,0
Morrison,15623502,Spain,56,Female,98365.33,1,4,1,1,598,44251.33,0
Joslin,15774872,France,36,Male,0,2,10,1,0,663,136349.55,0
Scott,15611191,Germany,37,Female,122453.97,2,10,1,1,505,52693.99,0
Bidwill,15674331,Germany,30,Male,132174.41,2,7,0,0,576,93767.03,0
Cameron,15619465,Spain,24,Female,0,2,2,0,1,555,197866.55,0
Cartwright,15575247,France,30,Male,0,2,1,1,0,524,126812.85,0
Yao,15695679,Spain,39,Male,104349.45,1,2,0,0,776,79503.05,0
Tate,15713463,Germany,41,Female,138881.04,1,2,1,0,645,129936.53,1
Neal,15785170,Germany,32,Female,116968.91,1,0,0,0,850,175094.62,0
Yao,15796351,Germany,35,Male,105346.03,2,1,1,1,603,130379.5,0
Burns,15639576,France,26,Male,136623.19,1,9,1,0,691,153228,0
Onyinyechukwuka,15693264,France,29,Female,0,2,10,1,1,583,111285.85,0
Fulks,15589715,France,66,Female,0,1,5,1,0,584,49553.38,1
Christie,15769902,France,33,Female,0,2,6,1,1,679,98015.85,0
Lloyd,15587177,France,36,Male,124445.52,1,6,1,0,646,88481.32,0
Ball,15814553,France,34,Female,68999.66,2,5,1,1,559,66879.27,0
Genovesi,15601550,Spain,36,Male,85768.42,1,6,1,1,595,24802.77,0
Alexander,15664907,France,47,Male,0,1,1,1,0,527,21312.16,1
Siciliano,15612465,Spain,34,Male,100628,2,9,1,1,684,190263.78,0
Ositadimma,15810800,Spain,32,Female,0,1,0,1,1,673,72873.33,0
Kazantsev,15665760,Spain,38,Male,0,2,7,0,1,802,57764.65,0
Giles,15588080,France,54,Male,0,1,6,1,0,675,110273.84,1
Hao,15776844,Spain,19,Female,0,2,6,1,0,762,55500.17,0
Martin,15717560,France,50,Male,125647.36,1,0,1,0,580,57541.08,1
Hartley,15629739,Germany,31,Female,100375.39,1,8,1,1,621,90384.26,0
Allan,15729908,France,36,Female,0,1,10,0,0,411,120694.35,0
Dolgorukova,15716781,France,24,Male,171922.72,1,7,0,1,815,178028.96,0
Nnamdi,15646936,Germany,32,Female,146810.99,2,2,1,1,631,180990.29,0
Romano,15768151,Germany,45,Female,109032.23,1,3,0,1,514,155407.21,1
Chuang,15579212,France,57,Male,0,1,6,1,0,638,33676.48,1
Owen,15721835,Spain,25,Male,0,1,7,1,0,791,89666.28,0
Singh,15800515,France,35,Male,128653.59,1,5,1,0,516,127558.26,0
Nwagugheuzo,15591279,France,37,Male,80387.81,1,3,0,1,734,77272.62,0
Shipton,15587419,France,58,Male,0,2,8,0,1,611,107665.68,1
Paterson,15750335,Germany,43,Male,108508.82,3,0,1,0,850,184044.8,1
Rivas,15699619,France,31,Male,155978.17,1,10,1,0,641,91510.71,0
Lung,15606472,France,38,Female,0,1,5,1,1,585,87363.56,0
Allan,15778368,Germany,50,Male,121175.56,1,4,1,0,552,117505.07,1
Fetherstonhaugh,15671387,France,29,Female,89349.47,2,4,0,0,507,180626.68,0
Lung,15573926,Spain,38,Male,86131.71,2,7,0,0,735,93478.96,0
Davidson,15709183,France,58,Female,102346.86,1,3,1,1,707,114672.64,0
Mai,15577514,Germany,36,Female,121263.62,1,7,1,1,698,13387.88,0
Dellucci,15778830,France,31,Male,0,2,2,1,0,841,173240.52,0
Mitchell,15768072,Spain,33,Female,0,1,2,0,0,688,27557.18,1
Sun,15768293,France,51,Male,0,2,3,1,1,614,5552.37,0
Napolitano,15654456,Germany,48,Male,149726.08,1,6,0,0,511,88307.87,1
Bailey,15807525,France,43,Male,0,2,2,1,0,447,33879.26,1
Hoolan,15574372,France,35,Male,161274.05,2,5,1,0,738,181429.87,0
Kent,15671249,France,33,Female,0,2,2,1,0,422,102655.31,0
Chou,15779744,Spain,30,Male,103138.17,1,1,1,1,537,96555.42,0
Pepper,15624755,Germany,40,Female,109628.44,1,3,1,0,707,189366.03,0
Abramowitz,15611430,France,54,Male,0,1,5,1,0,690,12847.61,1
Lord,15774744,Germany,33,Male,97286.16,2,7,1,0,664,143433.33,0
Wilson,15629885,France,33,Female,118004.26,1,7,1,0,850,183983.82,0
Abazu,15708791,Spain,32,Male,85534.83,1,9,0,0,584,169137.24,0
Harriman,15793890,France,59,Female,0,1,4,1,1,728,163365.85,1
Frankland,15646091,Spain,43,Female,95140.44,2,4,1,0,560,123181.44,1
Pinto,15596984,France,31,Female,0,1,6,1,1,629,16447.6,1
Kwemtochukwu,15800215,France,25,Male,0,2,3,0,1,658,173948.4,0
Chiu,15577806,Germany,54,Female,75900.84,1,1,1,1,794,192154.66,0
Yu,15749381,France,41,Female,126619.27,1,2,1,0,790,198224.38,0
Onyekachukwu,15683758,France,44,Male,111833.47,1,7,1,0,640,67202.74,0
Castiglione,15670615,Spain,37,Male,0,2,7,1,0,652,68789.93,0
To Rot,15715622,France,57,Female,238387.56,1,3,0,1,583,147964.99,1
Anenechukwu,15707634,France,32,Female,108698.96,2,2,1,1,775,161069.73,0
Henderson,15806901,France,39,Female,112687.69,1,2,1,1,584,127749.61,0
Ellis,15775335,Germany,48,Female,81556.89,2,4,1,0,635,191914.37,0
Nkemdirim,15724150,France,48,Male,136596.85,1,9,1,1,814,185791.9,0
Kang,15627220,Germany,43,Female,98807.45,1,9,0,0,735,184570.04,1
Lear,15672330,France,31,Female,0,2,1,0,1,678,130446.65,0
Jamieson,15668521,France,37,Male,0,2,1,1,1,693,82867.55,0
Mazzanti,15807837,France,30,Female,107499.7,1,6,1,1,640,187632.22,0
Marino,15592570,Spain,23,Female,0,2,8,1,0,773,56759.79,0
Winter,15748589,France,30,Female,0,2,9,1,0,736,34180.33,0
T'ien,15635893,France,28,Female,0,2,8,1,1,693,158545.25,0
Hughes-Jones,15757632,France,41,Female,176024.05,2,1,1,0,496,182337.98,0
Cody,15691863,France,39,Female,0,2,3,1,1,751,84175.34,0
Hunt,15706071,Germany,39,Male,127631.62,1,0,0,1,528,22197.8,1
Estrada,15654296,Spain,19,Female,0,1,9,1,0,754,189641.11,0
Dickinson,15755018,Germany,26,Female,109819.16,2,10,1,0,568,154491.39,0
Fanucci,15594041,Spain,41,Female,138734.94,1,2,1,0,592,90020.74,0
Yang,15670587,Germany,25,Male,111363.1,2,10,1,0,558,197264.35,0
Forbes,15724527,France,34,Male,0,2,9,1,1,825,31933.06,0
Heard,15801904,Germany,28,Male,143988,2,0,1,0,677,8755.69,1
Efremova,15658195,France,34,Male,118838.75,1,5,1,1,653,52820.13,0
Morphett,15630113,Spain,35,Male,161637.75,1,4,1,1,593,20008.46,0
Lenhardt,15784320,France,44,Female,133793.89,1,3,1,1,632,34607.14,1
Burns,15676513,Germany,35,Male,71553.83,1,8,1,0,601,177384.45,0
Ch'ien,15574072,France,62,Female,0,1,8,1,1,786,165702.64,0
Sun,15633854,France,40,Female,0,2,3,1,0,654,167889.1,0
Jamieson,15618566,France,38,Female,0,2,7,1,1,572,133122.62,0
Nolan,15733014,France,62,Female,64667.95,2,10,0,1,813,140454.14,0
Barry,15753343,France,28,Female,121164.11,1,2,1,1,523,59938.81,0
Saunders,15746076,Spain,50,Male,0,2,3,1,0,506,12016.79,0
McMorran,15608226,Spain,72,Male,98903.06,1,3,1,1,513,81251.24,0
Phelan,15605684,France,31,Female,104158.84,1,7,1,0,664,134169.85,0
Fu,15638988,France,54,Male,0,2,6,1,1,684,94888.6,0
Hotchin,15628767,Spain,63,Female,139529.93,2,3,1,1,608,175696.16,1
Aksyonov,15737977,France,25,Female,0,2,6,0,1,527,96758.58,0
Rossi,15758116,France,53,Male,64646.7,1,5,1,0,666,128019.48,1
Hughes,15575119,France,71,Male,0,2,3,1,1,779,146895.36,1
Duncan,15625126,France,40,Female,0,2,6,1,1,629,139356.3,0
McGarry,15567114,France,35,Male,118894.22,1,1,0,0,430,2923.61,0
Aksenov,15672242,France,24,Male,0,1,2,0,1,712,121232.51,0
Akhtar,15681327,France,30,Male,0,2,9,1,1,682,2053.42,0
Pisani,15802585,France,41,Female,68213.99,1,8,1,1,634,6382.46,0
Pisano,15740630,Spain,31,Female,0,2,1,1,0,487,158750.13,0
McDaniels,15815420,Spain,47,Male,139196,1,8,0,1,808,74028.36,0
Tennant,15711468,France,32,Female,0,2,7,1,1,527,44099.75,0
Donaghy,15799626,Germany,50,Male,126345.55,1,4,0,1,637,17323,1
Todd,15659325,Spain,40,Male,0,2,5,1,1,802,175043.69,0
Tobenna,15651352,France,38,Female,0,1,2,1,0,529,146388.85,1
Vicars,15684925,France,43,Female,0,2,3,0,0,850,2465.8,0
Chao,15657439,France,18,Male,0,2,4,1,1,738,47799.15,0
Tien,15574122,France,34,Male,129278.43,1,5,0,0,817,165562.84,0
Hsing,15720508,France,31,Male,119558.35,1,3,0,0,735,72927.68,0
Yang,15599078,Germany,41,Female,92467.58,1,5,1,0,619,38270.47,0
Walker,15702300,France,27,Male,0,2,5,0,0,671,120893.07,0
T'ang,15660735,Spain,31,Female,0,2,6,1,0,581,188377.21,0
Chukwukere,15671390,Spain,36,Male,0,2,10,1,0,690,55902.93,0
Ch'iu,15647385,Spain,56,Male,99340.83,1,4,0,0,579,4523.74,1
Pai,15739223,Spain,24,Female,0,2,3,1,1,688,102195.16,0
Franklin,15631305,Spain,28,Female,126833.79,2,4,1,0,599,60843.09,1
Y?,15809263,Germany,29,Male,109676.52,1,5,1,1,729,25548.47,0
Peng,15640866,France,29,Female,0,1,3,0,1,718,134462.29,0
Otitodilichukwu,15775663,Germany,53,Male,134729.99,2,6,1,1,712,132702.64,0
Pagnotto,15631800,France,37,Male,98431.37,1,3,0,0,474,75698.44,0
Vessels,15654292,Germany,33,Male,130368.31,2,8,1,0,565,105642.43,0
Heller,15648320,France,31,Female,123974.96,1,7,1,0,658,102153.75,0
Donaldson,15726747,France,63,Male,138082.16,1,4,0,1,714,166677.54,0
Ifeanyichukwu,15694510,France,45,Male,129855.32,1,1,0,0,725,24218.65,0
Kao,15572291,France,40,Male,132308.22,1,6,0,0,825,117122.5,0
Dunn,15603465,Germany,45,Female,155447.65,2,5,1,0,665,51871.95,1
Calabresi,15685628,Spain,35,Male,124268.64,2,2,0,1,670,84321.03,0
Holland,15792729,Germany,34,Female,176311.36,1,9,1,0,474,160213.27,0
Calabresi,15767414,France,40,Male,99886.42,2,2,1,1,591,88695.19,0
Butusov,15568044,France,31,Female,0,2,7,1,1,508,6123.15,0
Atkinson,15751333,France,36,Female,0,2,2,0,1,695,167749.54,0
Vasilyeva,15623062,Germany,24,Male,85089.3,1,5,1,1,660,71638,0
Mollison,15713621,Germany,41,Male,134318.21,2,10,1,1,687,198064.52,0
Webb,15670668,Germany,29,Male,75395.53,2,5,0,1,658,54914.92,0
Obiajulu,15750638,Germany,33,Female,116765.7,1,5,0,0,705,190659.17,1
Aiken,15747878,Spain,60,Male,0,1,4,1,1,739,51637.67,0
Brabyn,15726796,France,38,Male,111501.66,1,7,1,1,844,119333.38,0
Su,15754952,Germany,48,Female,76595.08,2,7,0,0,602,127095.14,0
Traeger,15652192,France,33,Female,160541.36,2,9,0,0,759,93541.14,0
Ekwueme,15681924,Germany,38,Male,129728.6,1,2,1,0,747,89289.54,0
Thompson,15763544,France,47,Male,0,2,1,0,0,673,108762.16,0
Chinwenma,15764431,Spain,34,Female,130929.02,4,5,1,1,671,28238.25,1
Tuan,15684010,Germany,74,Female,116800.25,1,2,1,1,640,34130.43,0
Tsai,15648881,Germany,40,Male,101016.53,1,0,0,1,581,7926.35,1
Liu,15733303,France,67,Male,0,2,5,1,1,630,27330.27,0
Robinson,15643294,France,33,Female,190566.65,1,8,1,1,703,79997.14,0
Carr,15749905,Spain,47,Female,0,1,6,1,0,698,50213.81,1
Palerma,15625175,Germany,43,Female,97067.69,1,6,0,1,742,60920.03,1
Chineze,15643967,France,37,Female,92208.54,1,4,0,1,652,197699.8,1
Fang,15578251,France,37,Male,186347.97,2,2,1,0,644,92809.73,0
Simpson,15772573,Spain,55,Male,103176.62,1,2,0,1,735,163516.16,0
Moretti,15733234,France,58,Female,0,1,4,1,1,777,62449.07,1
Hale,15721582,Germany,40,Female,77270.08,2,4,1,1,644,115800.1,1
Benson,15628219,Germany,37,Female,111911.63,1,3,1,1,665,110359.68,1
Estep,15571302,Germany,72,Male,94216.05,1,5,1,1,529,78695.68,0
Mishina,15637178,Spain,45,Female,0,2,7,1,1,803,128378.04,0
Abramovich,15601184,Spain,26,Female,0,2,3,1,0,604,155248.62,0
Lavrentiev,15629511,France,49,Male,106770.82,1,6,1,0,738,123499.27,0
Alexeyeva,15570629,Germany,72,Female,138089.97,2,5,1,1,655,99920.41,0
T'ang,15665766,Germany,39,Male,133191.19,2,9,0,1,698,53289.49,0
Kilgour,15693732,France,66,Female,0,2,9,1,1,775,67622.34,0
Chin,15765982,France,41,Male,74135.85,1,7,1,1,735,11783.1,1
Fiorentini,15582016,Spain,41,Male,99208.46,2,6,1,0,766,62402.38,0
Lori,15798024,Germany,84,Male,92242.34,1,8,1,1,537,186235.98,0
Marchesi,15588622,Germany,25,Male,108380.72,1,7,1,1,599,79005.95,0
Sheppard,15724863,Spain,55,Female,91893.32,1,4,1,0,420,144870.28,1
Nnanna,15618213,France,32,Female,85757.93,1,7,1,1,674,95481,0
Norris,15780411,France,46,Female,0,2,3,0,0,570,820.46,0
Vincent,15725429,Germany,33,Male,96759.42,1,8,1,1,623,174777.98,0
Bradley,15600626,France,30,Male,0,2,6,1,1,710,8991.17,0
Bellucci,15668460,France,29,Male,0,2,6,1,1,466,2797.27,0
Clements,15576263,France,22,Female,0,1,5,1,0,759,22303.17,0
Knowles,15720354,France,71,Male,0,2,4,1,1,581,197562.08,0
Chidiebere,15691624,France,33,Male,132150.26,2,2,1,0,820,23067.97,0
Kelly,15793196,France,41,Male,0,2,9,0,1,759,190294.12,0
Okwukwe,15633352,France,31,Female,175443.75,1,6,1,0,628,113167.17,1
Onyemere,15750874,France,31,Male,78990.15,1,3,1,1,676,124777.14,0
Murphy,15588923,France,33,Female,113743.37,1,4,1,0,591,124625.08,0
Elliott,15715745,France,26,Female,157624.84,1,5,1,1,690,49599.27,0
Loggia,15611800,France,62,Female,125163.62,2,7,1,1,624,151411.5,0
Walsh,15576928,France,23,Female,0,1,2,1,0,573,122964.18,0
Mahomed,15793693,France,60,Male,0,1,9,1,1,694,57088.97,0
Dolgorukova,15581252,Spain,29,Female,80922.75,1,7,1,0,632,7820.78,0
Bogdanov,15797760,France,40,Male,193354.86,2,3,1,0,632,149188.41,0
She,15790564,Germany,40,Female,107648.94,2,9,1,1,832,134638.97,0
Cook,15593736,Germany,46,Female,131769.04,1,7,0,0,598,184980.23,1
Bruno,15595937,Germany,36,Male,138992.48,2,1,0,0,430,122373.42,0
Moysey,15815628,France,37,Female,113899.92,1,8,0,0,711,80215.2,0
Beneventi,15782802,Germany,26,Male,114450.32,1,6,1,1,582,14081.64,0
Ferri,15627412,France,39,Male,0,2,3,1,0,605,199390.45,0
Skinner,15734609,France,37,Female,0,2,2,1,1,657,7667.48,0
Angel,15710689,Spain,40,Male,63609.92,1,6,0,0,578,74965.61,1
Toosey,15565806,France,38,Male,0,2,9,0,0,532,30583.95,0
Chin,15815530,France,42,Female,75497.51,1,10,0,0,612,149682.78,0
Lung,15632272,France,42,Female,0,2,2,1,0,792,92664.09,0
Mellor,15684103,France,26,Female,0,2,10,1,1,674,138423.1,0
Hassall,15654519,France,31,Male,0,2,1,1,1,680,3148.2,0
